Date,Item,Total Cost,Frequency,Min Price,Max Price
2024-04-01,MOP CTN EXT HVY,$19.84,2,$9.92,$9.92
2024-04-01,PD SQUASH ITALN MD,$22.48,2,$-7.49,$29.97
2024-04-01,Sub-Total,$418.56,1,$418.56,$418.56
2024-04-01,Tax,$36.10,1,$36.10,$36.10
2024-04-01,Total,$454.66,1,$454.66,$454.66
2024-04-01,DEBIT    6866,$454.66,1,$454.66,$454.66
2024-04-01,Balance,$0.00,1,$0.00,$0.00
2023-09-27,PD PINEAPPLE LGE,$98.55,2,$-32.85,$131.40
2023-09-27,PD CUCUMBER SEL 72,$11.19,2,$-7.46,$18.65
2023-09-27,PD SQUASH ITALN MD,$95.51,5,$-6.37,$25.47
2023-09-27,PD BEET SK 25 LB,$16.72,2,$-7.17,$23.89
2023-09-27,PD CARROT JMBO 25#,$41.62,2,$20.81,$20.81
2023-09-27,PD BROC CROWNS DW,$95.60,1,$95.60,$95.60
2023-09-27,PD YAM JEWEL JBO,$57.22,2,$28.61,$28.61
2023-09-27,TOM PETITE DICED,$27.53,1,$27.53,$27.53
2023-09-27,Sub-Total,$443.94,1,$443.94,$443.94
2023-09-27,Tax,$38.29,1,$38.29,$38.29
2023-09-27,Total,$482.23,1,$482.23,$482.23
2023-09-27,DEBIT    6866,$482.23,1,$482.23,$482.23
2023-09-27,Balance,$0.00,1,$0.00,$0.00
2023-04-17,PD CARROT JMBO 25#,$36.12,1,$36.12,$36.12
2023-04-17,FSH SCAL PR 80-120,$97.32,2,$48.66,$48.66
2023-04-17,PDU PPR HABANERO2#,$20.31,2,$7.71,$12.60
2023-04-17,PD SQUASH ITALN MD,$39.15,3,$13.05,$13.05
2023-04-17,PD BRUSSEL SPROUT,$65.84,2,$32.92,$32.92
2023-04-17,PD POTATO RED A #2,$56.80,2,$28.40,$28.40
2023-04-17,PD YAM JEWEL JBO,$17.64,1,$17.64,$17.64
2023-04-17,PD ORANGE 113CT,$24.47,1,$24.47,$24.47
2023-04-17,PD KALE GREEN 24CT,$24.52,1,$24.52,$24.52
2023-04-17,PD PPR BELL RED LG,$31.49,1,$31.49,$31.49
2023-04-17,PD STRAWBERRY NATL,$3.99,1,$3.99,$3.99
2023-04-17,PD TOMATILLO CS,$26.36,1,$26.36,$26.36
2023-04-17,RF SALMON COHO FLT,$82.69,4,$20.06,$21.18
2023-04-17,Sub-Total,$428.88,1,$428.88,$428.88
2023-04-17,Tax,$36.99,1,$36.99,$36.99
2023-04-17,Total,$465.87,1,$465.87,$465.87
2023-04-17,DEBIT    0445,$465.87,1,$465.87,$465.87
2023-04-17,Balance,$0.00,1,$0.00,$0.00
2023-09-06,PD COCONUT YOUNG,$23.30,1,$23.30,$23.30
2023-09-06,GLOVE NITRILE MED,$40.88,1,$40.88,$40.88
2023-09-06,HONEY EXTRA LT AMB,$88.80,1,$88.80,$88.80
2023-09-06,CONT SOUP CMB SC12,$59.38,4,$-29.69,$29.69
2023-09-06,SYRUP MOLASSES CQ,$20.10,1,$20.10,$20.10
2023-09-06,FRY PAN COATED 14I,$118.98,3,$39.66,$39.66
2023-09-06,SHRP P&D TO 21-25,$43.90,1,$43.90,$43.90
2023-09-06,SAUCE REDHOT PLSTC 1GL  1,$14.39,1,$14.39,$14.39
2023-09-06,MUSTARD GRY POUPON 48Z,$20.62,1,$20.62,$20.62
2023-09-06,PDU LEMON 5#,$28.91,2,$-9.64,$38.55
2023-09-06,PDU PINEAPPLE 2CT,$11.69,2,$-5.01,$16.70
2023-09-06,FSH SCAL PRO 20-25,$94.17,1,$94.17,$94.17
2023-09-06,Sub-Total,$565.12,1,$565.12,$565.12
2023-09-06,Tax,$48.74,1,$48.74,$48.74
2023-09-06,Total,$613.86,1,$613.86,$613.86
2023-09-06,DEBIT    6866,$613.86,1,$613.86,$613.86
2023-09-06,Balance,$0.00,1,$0.00,$0.00
2023-12-19,PD CARROT JMBO 25#,$16.88,1,$16.88,$16.88
2023-12-19,QUINOA WHITE       5#,$23.04,1,$23.04,$23.04
2023-12-19,GP WHOLE DILL,$8.21,1,$8.21,$8.21
2023-12-19,BEAN BLACK,$18.48,1,$18.48,$18.48
2023-12-19,CONT SOUP CMB SC12,$29.69,1,$29.69,$29.69
2023-12-19,PD ONION YEL JBO,$24.98,1,$24.98,$24.98
2023-12-19,PD CABB GREEN SACK,$23.83,1,$23.83,$23.83
2023-12-19,CHX BRST JMB,$142.80,3,$47.60,$47.60
2023-12-19,CHX LEG QTR SM,$49.60,2,$24.80,$24.80
2023-12-19,BF INS RND XT SEL  R/W,$151.56,3,$-10.14,$81.25
2023-12-19,PD YAM JEWEL JBO,$18.57,1,$18.57,$18.57
2023-12-19,SHRP P&D TO 16-20,$16.81,2,$-11.21,$28.02
2023-12-19,CRAB DUNGE CLUSTER,$64.88,2,$-34.93,$99.81
2023-12-19,SCE SALT/CARAMEL,$2.71,2,$-1.81,$4.52
2023-12-19,PD BROC CROWNS DW,$16.47,1,$16.47,$16.47
2023-12-19,Sub-Total,$608.51,1,$608.51,$608.51
2023-12-19,Tax,$52.48,1,$52.48,$52.48
2023-12-19,Total,$660.99,1,$660.99,$660.99
2023-12-19,DEBIT    6866,$660.99,1,$660.99,$660.99
2023-12-19,Balance,$0.00,1,$0.00,$0.00
2023-07-21,PD TOMATO 25LB XL,$-22.66,1,$-22.66,$-22.66
2023-07-21,Sub-Total,$-22.66,1,$-22.66,$-22.66
2023-07-21,Tax,$-1.95,1,$-1.95,$-1.95
2023-07-21,Total,$-24.61,1,$-24.61,$-24.61
2023-07-21,IOU PAYMNT 6425,$-24.61,1,$-24.61,$-24.61
2023-07-21,Balance,$0.00,1,$0.00,$0.00
2024-02-05,PD PINEAPPLE LGE,$26.32,4,$-20.25,$40.50
2024-02-05,BF INS RND XT SEL  R/W,$260.52,2,$-15.60,$276.12
2024-02-05,PD GINGER FRSH 28#,$38.83,1,$38.83,$38.83
2024-02-05,WINE CKING SHERRY  4/1GL,$20.17,1,$20.17,$20.17
2024-02-05,CHX BRST JMB,$286.00,5,$57.20,$57.20
2024-02-05,CHX HAL LEG QTR SM,$57.60,2,$28.80,$28.80
2024-02-05,CHX LEG QTR SM,$26.00,1,$26.00,$26.00
2024-02-05,BEAN BLACK,$18.04,1,$18.04,$18.04
2024-02-05,BEAN SMALL RED,$20.92,1,$20.92,$20.92
2024-02-05,PD HRB DILL 1LB,$6.98,1,$6.98,$6.98
2024-02-05,PD MICRO CILANTRO,$11.67,1,$11.67,$11.67
2024-02-05,Sub-Total,$773.05,1,$773.05,$773.05
2024-02-05,Tax,$66.68,1,$66.68,$66.68
2024-02-05,Total,$839.73,1,$839.73,$839.73
2024-02-05,DEBIT    6866,$839.73,1,$839.73,$839.73
2024-02-05,Balance,$0.00,1,$0.00,$0.00
2023-10-24,QUINOA WHITE       5#,$46.08,2,$23.04,$23.04
2023-10-24,GLOVE VNL LG PF,$38.50,1,$38.50,$38.50
2023-10-24,DAWN HVY DTY PUMP  1GAL,$24.99,1,$24.99,$24.99
2023-10-24,SPC GARLIC GRAN    7#,$24.31,1,$24.31,$24.31
2023-10-24,SPC GRAN ONION     5#,$17.99,1,$17.99,$17.99
2023-10-24,BF INS RND XT SEL  R/W,$326.63,2,$-16.58,$343.21
2023-10-24,CONT SOUP CMB SC12,$29.69,1,$29.69,$29.69
2023-10-24,CONT SOUP CMB SC16,$31.32,1,$31.32,$31.32
2023-10-24,CONT SOUP CMB SC24,$38.36,1,$38.36,$38.36
2023-10-24,CHX HAL LEG QTR SM,$52.80,2,$26.40,$26.40
2023-10-24,CHX BRST JMB,$260.00,5,$52.00,$52.00
2023-10-24,Sub-Total,$890.67,1,$890.67,$890.67
2023-10-24,Tax,$76.82,1,$76.82,$76.82
2023-10-24,Total,$967.49,1,$967.49,$967.49
2023-10-24,DEBIT    6866,$967.49,1,$967.49,$967.49
2023-10-24,Balance,$0.00,1,$0.00,$0.00
2023-01-29,PD KALE GREEN 24CT,$15.81,2,$-6.77,$22.58
2023-01-29,PD GRNS COLLARD 24,$16.38,2,$-16.38,$32.76
2023-01-29,PD HRB BASIL 1LB,$35.98,2,$-15.42,$51.40
2023-01-29,GRAPESEED OIL 100%,$82.53,1,$82.53,$82.53
2023-01-29,RED LIGHT KIDNEY   25#,$23.39,1,$23.39,$23.39
2023-01-29,PD ONION RED 25#,$14.66,1,$14.66,$14.66
2023-01-29,Sub-Total,$188.75,1,$188.75,$188.75
2023-01-29,Tax,$16.28,1,$16.28,$16.28
2023-01-29,Total,$205.03,1,$205.03,$205.03
2023-01-29,DEBIT    0445,$205.03,1,$205.03,$205.03
2023-01-29,Balance,$0.00,1,$0.00,$0.00
2023-05-30,PD CARROT JMBO 25#,$26.66,2,$13.33,$13.33
2023-05-30,PD BROC CROWNS DW,$48.08,2,$24.04,$24.04
2023-05-30,PD SQUASH ITALN MD,$23.85,3,$7.95,$7.95
2023-05-30,PD BRUSSEL SPROUT,$38.56,1,$38.56,$38.56
2023-05-30,PD PPR BELL GREEN,$17.95,1,$17.95,$17.95
2023-05-30,PD YAM JEWEL JBO,$19.18,1,$19.18,$19.18
2023-05-30,PD POTATO RED A #2,$56.86,2,$28.43,$28.43
2023-05-30,Sub-Total,$231.14,1,$231.14,$231.14
2023-05-30,Tax,$19.94,1,$19.94,$19.94
2023-05-30,Total,$251.08,1,$251.08,$251.08
2023-05-30,DEBIT    6866,$251.08,1,$251.08,$251.08
2023-05-30,Balance,$0.00,1,$0.00,$0.00
2023-04-04,DAWN ORIGINAL PUMP,$16.61,1,$16.61,$16.61
2023-04-04,FSH SCAL DRY 8-9,$135.35,1,$135.35,$135.35
2023-04-04,RF SALMON COHO FLT,$41.45,2,$20.27,$21.18
2023-04-04,BF INS RND XT SEL  R/W,$358.13,4,$-23.65,$216.96
2023-04-04,CHX HAL LEG QTR SM,$113.60,4,$28.40,$28.40
2023-04-04,CHX HAL BRST JMB,$579.20,8,$72.40,$72.40
2023-04-04,SPC GARLIC GRAN    7#,$23.93,1,$23.93,$23.93
2023-04-04,SPC PEPR BLK GRND  5LB,$21.90,1,$21.90,$21.90
2023-04-04,PD STRAWBERRY NATL,$5.59,1,$5.59,$5.59
2023-04-04,PDU PPR HABANERO2#,$7.71,1,$7.71,$7.71
2023-04-04,PD CARROT JMBO 25#,$24.08,2,$12.04,$12.04
2023-04-04,PD CABB GREEN SACK,$20.29,1,$20.29,$20.29
2023-04-04,PD POTATO RED A #2,$28.40,1,$28.40,$28.40
2023-04-04,PD SQUASH ITALN MD,$34.62,3,$11.54,$11.54
2023-04-04,GLOVE NITRILE MED,$24.43,1,$24.43,$24.43
2023-04-04,PD SQUASH YLW MED,$14.30,1,$14.30,$14.30
2023-04-04,PD BRUSSEL SPROUT,$31.09,1,$31.09,$31.09
2023-04-04,CONT SOUP CMB SC16,$31.42,1,$31.42,$31.42
2023-04-04,QUINOA WHITE       5#,$47.26,2,$23.63,$23.63
2023-04-04,PD YAM JEWEL JBO,$17.64,1,$17.64,$17.64
2023-04-04,FRY PAN COATED 14I,$114.60,3,$38.20,$38.20
2023-04-04,PD ORG HERB MIX,$0.00,2,$-8.80,$8.80
2023-04-04,CHZ GOUDA SLICED,$0.00,2,$-12.76,$12.76
2023-04-04,DAMAGES DELI,$27.00,3,$3.00,$20.00
2023-04-04,Sub-Total,$1718.60,1,$1718.60,$1718.60
2023-04-04,Tax,$145.90,1,$145.90,$145.90
2023-04-04,Total,$1864.50,1,$1864.50,$1864.50
2023-04-04,DEBIT    0445,$1864.50,1,$1864.50,$1864.50
2023-04-04,Balance,$0.00,1,$0.00,$0.00
2023-04-24,QUINOA WHITE       5#,$47.26,2,$23.63,$23.63
2023-04-24,BF INS RND XT SEL  R/W,$248.00,2,$-15.69,$263.69
2023-04-24,BF INS RDN XT CH   R/W,$237.18,2,$-21.95,$259.13
2023-04-24,PD CELERY BULK,$12.00,2,$-12.00,$24.00
2023-04-24,CHX HAL BRST JMB,$442.40,7,$63.20,$63.20
2023-04-24,PDU GINGER FR 5LBS,$10.15,4,$-20.30,$20.30
2023-04-24,PD CARROT JMBO 25#,$33.45,3,$11.15,$11.15
2023-04-24,PD BRUSSEL SPROUT,$35.62,1,$35.62,$35.62
2023-04-24,PD BROC CROWNS DW,$152.88,6,$25.48,$25.48
2023-04-24,PD SQUASH ITALN MD,$78.30,5,$15.66,$15.66
2023-04-24,PD YAM JEWEL JBO,$17.29,1,$17.29,$17.29
2023-04-24,PD POTATO RED A #2,$54.82,2,$27.41,$27.41
2023-04-24,PD CABB GREEN SACK,$20.85,1,$20.85,$20.85
2023-04-24,Sub-Total,$1390.20,1,$1390.20,$1390.20
2023-04-24,Tax,$119.90,1,$119.90,$119.90
2023-04-24,Total,$1510.10,1,$1510.10,$1510.10
2023-04-24,DEBIT    0445,$1510.10,1,$1510.10,$1510.10
2023-04-24,Balance,$0.00,1,$0.00,$0.00
2024-02-26,SPC GRAN ONION     5#,$22.49,1,$22.49,$22.49
2024-02-26,SPC CAJUN SEASONIN 6LB,$21.59,1,$21.59,$21.59
2024-02-26,SYRUP MOLASSES CQ,$19.79,1,$19.79,$19.79
2024-02-26,SAUCE FISH SQUID   25Z,$29.81,1,$29.81,$29.81
2024-02-26,CHX BRST JMB,$381.60,6,$63.60,$63.60
2024-02-26,QUINOA WHITE       5#,$69.12,3,$23.04,$23.04
2024-02-26,HONEY LT AMBER CQ,$43.93,1,$43.93,$43.93
2024-02-26,BF INS RND XT SEL  R/W,$277.18,2,$-15.66,$292.84
2024-02-26,CONT SOUP CMB SC12,$29.69,1,$29.69,$29.69
2024-02-26,XXCHX PRTY WNG FRZ,$0.00,2,$-93.60,$93.60
2024-02-26,GLV EXAM NIT BL LG,$35.28,1,$35.28,$35.28
2024-02-26,XX CHX LEG QTR FRZ 40#,$24.00,4,$-4.00,$16.00
2024-02-26,PD BEET SK 25 LB,$22.15,1,$22.15,$22.15
2024-02-26,PD POTATO RED A #2,$46.62,2,$23.31,$23.31
2024-02-26,WINE CKING SHERRY  4/1GL,$20.17,1,$20.17,$20.17
2024-02-26,PD SQUASH ITALN MD,$70.96,4,$17.74,$17.74
2024-02-26,PD BROC CROWNS DW,$56.80,4,$14.20,$14.20
2024-02-26,TOM PASTE ISABELLA,$0.00,2,$-43.60,$43.60
2024-02-26,PD CARROT JMBO 25#,$24.86,2,$12.43,$12.43
2024-02-26,PD YAM JEWEL JBO,$18.19,1,$18.19,$18.19
2024-02-26,Sub-Total,$1351.43,1,$1351.43,$1351.43
2024-02-26,Tax,$116.56,1,$116.56,$116.56
2024-02-26,Total,$1467.99,1,$1467.99,$1467.99
2024-02-26,DEBIT    6866,$1467.99,1,$1467.99,$1467.99
2024-02-26,Balance,$0.00,1,$0.00,$0.00
2023-05-16,CONT SOUP CMB SC12,$30.16,1,$30.16,$30.16
2023-05-16,CONT SOUP CMB SC16,$31.42,1,$31.42,$31.42
2023-05-16,GLOVE NITRILE MED,$40.00,1,$40.00,$40.00
2023-05-16,PD ONION YEL JBO,$23.87,1,$23.87,$23.87
2023-05-16,Sub-Total,$125.45,1,$125.45,$125.45
2023-05-16,Tax,$10.82,1,$10.82,$10.82
2023-05-16,Total,$136.27,1,$136.27,$136.27
2023-05-16,DEBIT    6866,$136.27,1,$136.27,$136.27
2023-05-16,Balance,$0.00,1,$0.00,$0.00
2023-10-31,PD GARLIC SPAINPLD,$17.35,1,$17.35,$17.35
2023-10-31,PD PPR BELL RED LG,$23.32,1,$23.32,$23.32
2023-10-31,PD AVOCADO HASS HG,$42.07,4,$-20.39,$45.31
2023-10-31,PD RADISH SACK 25#,$20.33,2,$-13.55,$33.88
2023-10-31,PDU LEMON 5#,$7.30,2,$-5.98,$13.28
2023-10-31,PD PINEAPPLE LGE,$22.19,2,$-18.15,$40.34
2023-10-31,Sub-Total,$115.41,1,$115.41,$115.41
2023-10-31,Tax,$8.46,1,$8.46,$8.46
2023-10-31,Total,$123.87,1,$123.87,$123.87
2023-10-31,DEBIT    6866,$123.87,1,$123.87,$123.87
2023-10-31,Balance,$0.00,1,$0.00,$0.00
2023-10-24,PD CARROT JMBO 25#,$41.34,2,$20.67,$20.67
2023-10-24,WINE CKING SHERRY  4/1GL,$20.17,1,$20.17,$20.17
2023-10-24,PD POTATO RED A #2,$50.44,2,$25.22,$25.22
2023-10-24,PD CABB GREEN SACK,$22.26,1,$22.26,$22.26
2023-10-24,PD BRUSSEL SPROUT,$66.91,1,$66.91,$66.91
2023-10-24,PD SQUASH ITALN MD,$34.56,3,$11.52,$11.52
2023-10-24,PD ONION YEL JBO,$18.28,1,$18.28,$18.28
2023-10-24,PD BROC CROWNS DW,$63.33,3,$21.11,$21.11
2023-10-24,PD YAM JEWEL JBO,$28.61,1,$28.61,$28.61
2023-10-24,PD PPR JALAPENO CS,$40.84,1,$40.84,$40.84
2023-10-24,Sub-Total,$386.74,1,$386.74,$386.74
2023-10-24,Tax,$33.36,1,$33.36,$33.36
2023-10-24,Total,$420.10,1,$420.10,$420.10
2023-10-24,DEBIT    6866,$420.10,1,$420.10,$420.10
2023-10-24,Balance,$0.00,1,$0.00,$0.00
2024-01-02,PDU GINGER FR 5LBS,$12.23,1,$12.23,$12.23
2024-01-02,VINEGAR BLSMC 1DMD 5LTR,$17.19,1,$17.19,$17.19
2024-01-02,FRY PAN COATED 14I,$39.66,1,$39.66,$39.66
2024-01-02,PD LETT ROMAINE HT,$4.92,1,$4.92,$4.92
2024-01-02,QUINOA WHITE       5#,$23.04,1,$23.04,$23.04
2024-01-02,WINE CKING SHERRY  4/1GL,$20.17,1,$20.17,$20.17
2024-01-02,PD CABB GREEN SACK,$20.26,1,$20.26,$20.26
2024-01-02,CONT SOUP CMB SC12,$29.69,1,$29.69,$29.69
2024-01-02,CONT SOUP CMB SC16,$31.32,1,$31.32,$31.32
2024-01-02,CONT SOUP CMB SC24,$38.36,1,$38.36,$38.36
2024-01-02,Sub-Total,$236.84,1,$236.84,$236.84
2024-01-02,Tax,$20.43,1,$20.43,$20.43
2024-01-02,Total,$257.27,1,$257.27,$257.27
2024-01-02,DEBIT    6866,$257.27,1,$257.27,$257.27
2024-01-02,Balance,$0.00,1,$0.00,$0.00
2023-01-25,GLOVE NITRILE MED,$40.62,1,$40.62,$40.62
2023-01-25,CONT SOUP CMB SC16,$30.53,1,$30.53,$30.53
2023-01-25,CONT SOUP CMB SC12,$29.34,1,$29.34,$29.34
2023-01-25,CHX LEG QTR SM,$40.00,2,$20.00,$20.00
2023-01-25,CHX HAL BRST JMB,$361.20,7,$51.60,$51.60
2023-01-25,BF INS RND XT SEL  R/W,$455.41,3,$-23.13,$256.62
2023-01-25,Sub-Total,$957.10,1,$957.10,$957.10
2023-01-25,Tax,$82.55,1,$82.55,$82.55
2023-01-25,Total,$1039.65,1,$1039.65,$1039.65
2023-01-25,DEBIT    0445,$1039.65,1,$1039.65,$1039.65
2023-01-25,Balance,$0.00,1,$0.00,$0.00
2023-01-11,WINE CKING SHERRY  4/1GL,$19.28,1,$19.28,$19.28
2023-01-11,CHX BRST JMB,$448.00,10,$44.80,$44.80
2023-01-11,CHX LEG QTR SM,$64.80,3,$21.60,$21.60
2023-01-11,BF INS RND XT SEL  R/W,$647.15,6,$-222.00,$243.92
2023-01-11,PD ONION RED 10#,$7.71,1,$7.71,$7.71
2023-01-11,PD ONION YEL JBO,$22.23,1,$22.23,$22.23
2023-01-11,Sub-Total,$1209.17,1,$1209.17,$1209.17
2023-01-11,Tax,$104.29,1,$104.29,$104.29
2023-01-11,Total,$1313.46,1,$1313.46,$1313.46
2023-01-11,DEBIT    0445,$1313.46,1,$1313.46,$1313.46
2023-01-11,Balance,$0.00,1,$0.00,$0.00
2024-04-01,CHX LEG QTR SM,$79.20,3,$26.40,$26.40
2024-04-01,CHX BRST JMB,$496.80,6,$82.80,$82.80
2024-04-01,WINE CKING SHERRY  4/1GL,$20.17,1,$20.17,$20.17
2024-04-01,PD APPLE FUJI72-88,$66.45,2,$28.63,$37.82
2024-04-01,PD STRAWBERRY NATL,$6.06,1,$6.06,$6.06
2024-04-01,BF INS RND XT SEL  R/W,$316.26,2,$-16.26,$332.52
2024-04-01,Sub-Total,$947.12,1,$947.12,$947.12
2024-04-01,Tax,$81.69,1,$81.69,$81.69
2024-04-01,Total,$1028.81,1,$1028.81,$1028.81
2024-04-01,DEBIT    6866,$1028.81,1,$1028.81,$1028.81
2024-04-01,Balance,$0.00,1,$0.00,$0.00
2024-02-20,GLV EXAM NIT BL LG,$70.56,2,$35.28,$35.28
2024-02-20,CONT SOUP CMB SC12,$59.38,2,$29.69,$29.69
2024-02-20,CONT SOUP CMB SC16,$31.32,1,$31.32,$31.32
2024-02-20,Sub-Total,$161.26,1,$161.26,$161.26
2024-02-20,Tax,$13.91,1,$13.91,$13.91
2024-02-20,Total,$175.17,1,$175.17,$175.17
2024-02-20,DEBIT    6866,$175.17,1,$175.17,$175.17
2024-02-20,Balance,$0.00,1,$0.00,$0.00
2023-03-05,PD CARROT JMBO 25#,$28.35,1,$28.35,$28.35
2023-03-05,TOM SAUCE HUNTS,$36.34,1,$36.34,$36.34
2023-03-05,PD POTATO RED A #2,$39.80,2,$19.90,$19.90
2023-03-05,PD SQUASH ITALN MD,$47.20,2,$9.44,$37.76
2023-03-05,PD BROC CROWNS DW,$88.45,1,$88.45,$88.45
2023-03-05,PD STRAWBERRY NATL,$52.32,2,$-52.32,$104.64
2023-03-05,PD MUSH MEDIUM 10#,$18.97,2,$-6.32,$25.29
2023-03-05,Sub-Total,$311.43,1,$311.43,$311.43
2023-03-05,Tax,$26.86,1,$26.86,$26.86
2023-03-05,Total,$338.29,1,$338.29,$338.29
2023-03-05,DEBIT    0445,$338.29,1,$338.29,$338.29
2023-03-05,Balance,$0.00,1,$0.00,$0.00
2023-04-26,GLOVE NITRILE MED,$39.52,1,$39.52,$39.52
2023-04-26,DAWN ORIGINAL PUMP,$16.61,1,$16.61,$16.61
2023-04-26,TEA SWETND CONC,$33.89,2,$16.91,$16.98
2023-04-26,THERMOMETER OVEN   3506,$20.50,2,$10.25,$10.25
2023-04-26,CONT SOUP CMB SC16,$94.26,3,$31.42,$31.42
2023-04-26,CONT SOUP CMB SC12,$60.32,2,$30.16,$30.16
2023-04-26,PD STRAWBERRY NATL,$31.35,1,$31.35,$31.35
2023-04-26,CONT SOUP CMB SC8,$27.78,1,$27.78,$27.78
2023-04-26,PD HRB OREGANO,$5.06,2,$-1.69,$6.75
2023-04-26,PD MUSH CRIMINI 5#,$13.52,2,$-4.50,$18.02
2023-04-26,PD AVOCADO HASS HG,$17.15,2,$-17.14,$34.29
2023-04-26,Sub-Total,$342.98,1,$342.98,$342.98
2023-04-26,Tax,$29.58,1,$29.58,$29.58
2023-04-26,Total,$372.56,1,$372.56,$372.56
2023-04-26,DEBIT    0445,$372.56,1,$372.56,$372.56
2023-04-26,Balance,$0.00,1,$0.00,$0.00
2024-04-09,ROCHER 48PC CLB PK,$16.95,1,$16.95,$16.95
2024-04-09,PD STRAWBERRY NATL,$2.07,1,$2.07,$2.07
2024-04-09,CHX BRST JMB,$480.00,6,$80.00,$80.00
2024-04-09,PD CARROT JMBO 25#,$23.98,2,$11.99,$11.99
2024-04-09,PD CABB GREEN SACK,$15.58,1,$15.58,$15.58
2024-04-09,PD POTATO RED A #2,$28.21,1,$28.21,$28.21
2024-04-09,PD YAM JEWEL JBO,$18.19,1,$18.19,$18.19
2024-04-09,PD MANGO LARGE,$18.30,2,$-6.10,$24.40
2024-04-09,Sub-Total,$603.28,1,$603.28,$603.28
2024-04-09,Tax,$52.03,1,$52.03,$52.03
2024-04-09,Total,$655.31,1,$655.31,$655.31
2024-04-09,DEBIT    6866,$655.31,1,$655.31,$655.31
2024-04-09,Balance,$0.00,1,$0.00,$0.00
2023-06-24,GLOVE NITRILE SM,$5.04,1,$5.04,$5.04
2023-06-24,BROOM JANITOR,$12.23,1,$12.23,$12.23
2023-06-24,GLOVE NITRILE MED,$40.32,1,$40.32,$40.32
2023-06-24,CONT SOUP CMB SC12,$29.62,1,$29.62,$29.62
2023-06-24,CHX HAL BRST JMB,$414.40,7,$59.20,$59.20
2023-06-24,CHX HAL LEG QTR SM,$60.80,2,$30.40,$30.40
2023-06-24,BF INS RND XT SEL  R/W,$504.60,3,$-13.73,$259.64
2023-06-24,PD CARROT JMBO 25#,$26.44,2,$13.22,$13.22
2023-06-24,PD YAM JEWEL JBO,$16.99,1,$16.99,$16.99
2023-06-24,TOM SAUCE HUNTS,$36.34,1,$36.34,$36.34
2023-06-24,PD CABB GREEN SACK,$19.29,1,$19.29,$19.29
2023-06-24,PD POTATO RED A #2,$79.60,2,$39.80,$39.80
2023-06-24,PD BROC CROWNS DW,$98.48,1,$98.48,$98.48
2023-06-24,PD SQUASH ITALN MD,$49.08,1,$49.08,$49.08
2023-06-24,DAMAGES DELI,$80.00,3,$15.00,$50.00
2023-06-24,Sub-Total,$1473.23,1,$1473.23,$1473.23
2023-06-24,Tax,$120.17,1,$120.17,$120.17
2023-06-24,Total,$1593.40,1,$1593.40,$1593.40
2023-06-24,DEBIT    6866,$1593.40,1,$1593.40,$1593.40
2023-06-24,Balance,$0.00,1,$0.00,$0.00
2023-08-16,CHX BRST JMB,$391.20,6,$65.20,$65.20
2023-08-16,PD TOMATILLO CS,$22.32,4,$-44.64,$44.64
2023-08-16,BF INS RND XT SEL  R/W,$235.98,2,$-13.72,$249.70
2023-08-16,CHX LEG QTR SM,$55.20,2,$27.60,$27.60
2023-08-16,PD STRAWBERRY NATL,$3.69,1,$3.69,$3.69
2023-08-16,Sub-Total,$708.39,1,$708.39,$708.39
2023-08-16,Tax,$61.10,1,$61.10,$61.10
2023-08-16,Total,$769.49,1,$769.49,$769.49
2023-08-16,DEBIT    6866,$769.49,1,$769.49,$769.49
2023-08-16,Balance,$0.00,1,$0.00,$0.00
2024-02-05,QUALITE MIX GLASS,$41.99,4,$-9.33,$37.32
2024-02-05,TOPO CHICO MINERAL 12Z,$28.98,1,$28.98,$28.98
2024-02-05,CHOC/COCOA POWDER,$0.00,2,$-86.20,$86.20
2024-02-05,NICOLE DINNER FORK DZN,$38.70,3,$12.90,$12.90
2024-02-05,SPRAY HEAD LL,$53.40,1,$53.40,$53.40
2024-02-05,NICOLE SALAD FORK  DZ,$20.80,2,$10.40,$10.40
2024-02-05,NICOLE TEASPOON    DZN,$18.64,2,$9.32,$9.32
2024-02-05,SPC GRAN ONION     5#,$22.49,1,$22.49,$22.49
2024-02-05,NICOLE DINNR KNIFE DZN,$17.02,1,$17.02,$17.02
2024-02-05,NICOLE BOUIL SPN   1DZ,$20.34,2,$10.17,$10.17
2024-02-05,BOUILLON 7.25Z     RE AW,$71.37,3,$23.79,$23.79
2024-02-05,Sub-Total,$333.73,1,$333.73,$333.73
2024-02-05,Tax,$28.78,1,$28.78,$28.78
2024-02-05,Total,$362.51,1,$362.51,$362.51
2024-02-05,DEBIT    6866,$362.51,1,$362.51,$362.51
2024-02-05,Balance,$0.00,1,$0.00,$0.00
2024-02-26,XXCHX PRTY WNG FRZ,$-93.60,1,$-93.60,$-93.60
2024-02-26,TOM PASTE ISABELLA,$-43.60,1,$-43.60,$-43.60
2024-02-26,Sub-Total,$-137.20,1,$-137.20,$-137.20
2024-02-26,Tax,$-11.83,1,$-11.83,$-11.83
2024-02-26,Total,$-149.03,1,$-149.03,$-149.03
2024-02-26,IOU PAYMNT X1389,$-149.03,1,$-149.03,$-149.03
2024-02-26,Balance,$0.00,1,$0.00,$0.00
2023-05-16,BF INS RND XT SEL  R/W,$525.60,3,$-15.08,$273.56
2023-05-16,CHX HAL LEG QTR SM,$118.40,6,$-29.60,$29.60
2023-05-16,CHX HAL BRST JMB,$473.20,7,$67.60,$67.60
